synop, fromtime, lat, lon, geom 
15090, 2006-06-12, 47.1667, 27.6333, POINT(27.6333 47.1667) 
15120, 2006-06-12, 46.7833, 23.5667, POINT(23.5667 46.7833) 
15197, 2006-06-12, 46.2333, 27.65, POINT(27.65 46.2333) 
15200, 2006-06-12, 46.1333, 21.35, POINT(21.35 46.1333) 
15230, 2006-06-12, 45.8667, 22.9, POINT(22.9 45.8667) 
15235, 2006-06-12, 45.8333, 24.9333, POINT(24.9333 45.8333) 
15310, 2006-06-12, 45.4833, 28.0333, POINT(28.0333 45.4833) 
15346, 2006-06-12, 45.1, 24.3667, POINT(24.3667 45.1) 
15360, 2006-06-12, 45.1667, 29.7333, POINT(29.7333 45.1667) 
15410, 2006-06-12, 44.6333, 22.6333, POINT(22.6333 44.6333) 
15420, 2006-06-12, 44.5, 26.1167, POINT(26.1167 44.5) 
15470, 2006-06-12, 44.1, 24.9833, POINT(24.9833 44.1) 
15511, 2006-06-12, 43.8167, 23.25, POINT(23.25 43.8167) 
15552, 2006-06-12, 43.2, 27.9167, POINT(27.9167 43.2) 
15614, 2006-06-12, 42.65, 23.3833, POINT(23.3833 42.65) 
15625, 2006-06-12, 42.1333, 24.75, POINT(24.75 42.1333) 
15640, 2006-06-12, 42.6667, 26.3333, POINT(26.3333 42.6667) 
15712, 2006-06-12, 41.55, 23.2667, POINT(23.2667 41.55) 
16045, 2010-01-07, 45.9833, 13.0333, POINT(13.0333 45.9833) 
16080, 2006-06-12, 45.4333, 9.28333, POINT(9.28333 45.4333) 
16084, 2006-06-12, 44.9167, 9.73333, POINT(9.73333 44.9167) 
16153, 2010-01-07, 43.95, 8.16667, POINT(8.16667 43.95) 
16158, 2010-01-07, 43.6833, 10.3833, POINT(10.3833 43.6833) 
16181, 2006-06-12, 43.0833, 12.5, POINT(12.5 43.0833) 
16230, 2006-06-12, 42.4333, 14.2, POINT(14.2 42.4333) 
16242, 2006-06-12, 41.8, 12.25, POINT(12.25 41.8) 
16280, 2006-06-12, 40.9167, 12.95, POINT(12.95 40.9167) 
16300, 2006-06-12, 40.6667, 15.9667, POINT(15.9667 40.6667) 
16310, 2006-06-12, 40.0167, 15.2667, POINT(15.2667 40.0167) 
16320, 2006-06-12, 40.65, 17.95, POINT(17.95 40.65) 
16350, 2006-06-12, 39, 17.0667, POINT(17.0667 39) 
16360, 2006-06-12, 39.8167, 18.35, POINT(18.35 39.8167) 
16400, 2006-06-12, 38.7, 13.1833, POINT(13.1833 38.7) 
16420, 2006-06-12, 38.2, 15.55, POINT(15.55 38.2) 
16453, 2010-01-07, 37.0833, 14.2167, POINT(14.2167 37.0833) 
16470, 2006-06-12, 36.8167, 11.9667, POINT(11.9667 36.8167) 
16480, 2006-06-12, 36.6833, 15.1333, POINT(15.1333 36.6833) 
16490, 2006-06-12, 35.5, 12.6, POINT(12.6 35.5) 
16539, 2006-06-12, 39.75, 8.46667, POINT(8.46667 39.75) 
16550, 2010-01-07, 39.9167, 9.7, POINT(9.7 39.9167) 
16597, 2006-06-12, 35.85, 14.48, POINT(14.48 35.85) 
16627, 2006-06-12, 40.85, 25.9167, POINT(25.9167 40.85) 
16648, 2006-06-12, 39.6333, 22.4167, POINT(22.4167 39.6333) 
16667, 2006-06-12, 39.0667, 26.6, POINT(26.6 39.0667) 
16684, 2006-06-12, 38.9667, 24.4833, POINT(24.4833 38.9667) 
16723, 2010-01-07, 37.7, 26.9167, POINT(26.9167 37.7) 
16743, 2006-06-12, 36.2833, 23.0167, POINT(23.0167 36.2833) 
16749, 2006-06-12, 36.4, 28.08, POINT(28.08 36.4) 
16754, 2006-06-12, 35.3333, 25.1833, POINT(25.1833 35.3333) 
17022, 2006-06-12, 41.45, 31.8, POINT(31.8 41.45) 
17050, 2006-06-12, 41.6667, 26.5667, POINT(26.5667 41.6667) 
17060, 2006-06-12, 40.9667, 28.8167, POINT(28.8167 40.9667) 
17112, 2006-06-12, 40.1333, 26.4, POINT(26.4 40.1333) 
17116, 2006-06-12, 40.1833, 29.0667, POINT(29.0667 40.1833) 
17124, 2006-06-12, 39.7833, 30.5667, POINT(30.5667 39.7833) 
17129, 2006-06-12, 39.95, 32.6833, POINT(32.6833 39.95) 
17150, 2006-06-12, 39.6167, 27.9167, POINT(27.9167 39.6167) 
17184, 2006-06-12, 38.9167, 27.85, POINT(27.85 38.9167) 
17188, 2006-06-12, 38.6833, 29.4, POINT(29.4 38.6833) 
17240, 2006-06-12, 37.75, 30.55, POINT(30.55 37.75) 
20107, 2006-06-12, 78.07, 14.25, POINT(14.25 78.07) 
22106, 2006-06-12, 68.6, 31.85, POINT(31.85 68.6) 
22113, 2006-06-12, 68.9667, 33.05, POINT(33.05 68.9667) 
22217, 2006-06-12, 67.15, 32.35, POINT(32.35 67.15) 
22408, 2006-06-12, 65.2167, 31.1667, POINT(31.1667 65.2167) 
22602, 2006-06-12, 63.8333, 30.8167, POINT(30.8167 63.8333) 
22802, 2006-06-12, 61.7167, 30.7167, POINT(30.7167 61.7167) 
22820, 2006-06-12, 61.8167, 34.2667, POINT(34.2667 61.8167) 
22892, 2006-06-12, 60.7167, 28.7333, POINT(28.7333 60.7167) 
26038, 2006-06-12, 59.3833, 24.5833, POINT(24.5833 59.3833) 
26063, 2006-06-12, 59.9667, 30.3, POINT(30.3 59.9667) 
26215, 2006-06-12, 58.2333, 22.5, POINT(22.5 58.2333) 
26258, 2006-06-12, 57.8167, 28.4167, POINT(28.4167 57.8167) 
26406, 2006-06-12, 56.4833, 21.0167, POINT(21.0167 56.4833) 
26477, 2006-06-12, 56.35, 30.6167, POINT(30.6167 56.35) 
26702, 2006-06-12, 54.7167, 20.55, POINT(20.55 54.7167) 
26730, 2006-06-12, 54.6333, 25.1, POINT(25.1 54.6333) 
26832, 2006-06-12, 53.85, 25.3167, POINT(25.3167 53.85) 
26863, 2006-06-12, 53.95, 30.0667, POINT(30.0667 53.95) 
33008, 2006-06-12, 52.1167, 23.6833, POINT(23.6833 52.1167) 
33036, 2006-06-12, 51.95, 29.1667, POINT(29.1667 51.95) 
33041, 2006-06-12, 52.4, 30.95, POINT(30.95 52.4) 
33177, 2006-06-12, 50.8333, 24.3167, POINT(24.3167 50.8333) 
33317, 2006-06-12, 50.1667, 27.0333, POINT(27.0333 50.1667) 
33393, 2006-06-12, 49.8167, 23.95, POINT(23.95 49.8167) 
33526, 2006-06-12, 48.9667, 24.4, POINT(24.4 48.9667) 
33562, 2006-06-12, 49.2333, 28.6, POINT(28.6 49.2333) 
33587, 2006-06-12, 48.7667, 30.2333, POINT(30.2333 48.7667) 
33631, 2006-06-12, 48.6333, 22.2667, POINT(22.2667 48.6333) 
33658, 2006-06-12, 48.3667, 25.9, POINT(25.9 48.3667) 
33663, 2006-06-12, 48.45, 27.7833, POINT(27.7833 48.45) 
33777, 2006-06-12, 47.5667, 31.3333, POINT(31.3333 47.5667) 
40184, 2006-06-12, 31.8667, 35.2167, POINT(35.2167 31.8667) 
60030, 2006-06-12, 27.9333, -15.3833, POINT(-15.3833 27.9333) 
71909, 2006-06-12, 63.75, -68.5333, POINT(-68.5333 63.75) 
99090, 2006-06-12, 66, 2, POINT(2 66) 
